Artist_Group,Artist,Title,QR_Code,Released,Record_Case
"Kim Appleby","Kim Appleby","Don't Worry",https://www.discogs.com/release/564857,1990,"7"" - Playlist - 04"
"Kim Carnes","Kim Carnes","Bette Davis Eyes",https://www.discogs.com/release/12818492,1981,"7"" - Playlist - 04"
"Kim Wilde","Kim Wilde",Cambodia,https://www.discogs.com/release/5734681,1981,"7"" - Playlist - 04"
"Kim Wilde","Kim Wilde","Chequered Love",https://www.discogs.com/release/230797,1981,"7"" - Playlist - 04"
"Kim Wilde","Kim Wilde","Four Letter Word",https://www.discogs.com/release/649569,1988,"7"" - Archive 04"
"Kim Wilde","Kim Wilde","Hey Mister Heartache",https://www.discogs.com/release/7713954,1988,"7"" - Archive 04"
"Kim Wilde","Kim Wilde","Kids In America",https://www.discogs.com/release/230985,1981,"7"" - Playlist - 04"
"Kim Wilde","Kim Wilde","Never Trust A Stranger",https://www.discogs.com/release/1370715,1988,"7"" - Playlist - 04"
"Kim Wilde","Kim Wilde","Water On Glass / Boys",https://www.discogs.com/release/823724,1981,"7"" - Archive 04"
"Kim Wilde","Kim Wilde","You Came",https://www.discogs.com/release/1493967,1988,"7"" - Playlist - 04"
"Kim Wilde","Kim Wilde","You Keep Me Hangin' On",https://www.discogs.com/release/11298013,1986,"7"" - Playlist - 04"
King,King,"Alone Without You",https://www.discogs.com/release/19362304,1985,"7"" - Playlist - 04"
King,King,"Love & Pride",https://www.discogs.com/release/876681,1984,"7"" - Playlist - 04"
King,King,Torture,https://www.discogs.com/release/1695786,1985,"7"" - Playlist - 04"
"King Brothers With The Rita Williams Singers And Geoff Love & His Orchestra","King Brothers With The Rita Williams Singers And Geoff Love & His Orchestra","Seventy-Six Trombones / I Like Everybody",https://www.discogs.com/release/2721698,1961,"7"" - Archive 04"
"King Crimson","King Crimson","Matte Kudasai",https://www.discogs.com/release/2309465,1981,"7"" - Archive 04"
Kinks,Kinks,Lola,https://www.discogs.com/release/15684016,1970,"7"" - Retro - 02"
Kinks,Kinks,"Sunny Afternoon / Tired Of Waiting For You",https://www.discogs.com/release/3927572,1986,"7"" - Retro - 02"
Kinks,Kinks,"Tired Of Waiting For You",https://www.discogs.com/release/571557,1965,"7"" - Retro - 02"
Kinks,Kinks,"You Really Got Me",https://www.discogs.com/release/14338357,1982,"7"" - Retro - 02"
"Kiri Te Kanawa","Kiri Te Kanawa","World In Union",https://www.discogs.com/release/1764766,1991,"7"" - Playlist - 04"
"Kirsty MacColl","Kirsty MacColl","A New England",https://www.discogs.com/release/476067,1984,"7"" - Playlist - 04"
"Kirsty MacColl","Kirsty MacColl",Days,https://www.discogs.com/release/6250267,1989,"7"" - Playlist - 04"
"Kirsty MacColl","Kirsty MacColl","There's A Guy Works Down The Chip Shop Swears He's Elvis",https://www.discogs.com/release/12904817,1981,"7"" - Playlist - 04"
"Kirsty MacColl","Kirsty MacColl","They Don't Know",https://www.discogs.com/release/1697354,1979,"7"" - Playlist - 04"
Kiss,Kiss,"Crazy Crazy Nights",https://www.discogs.com/release/1518807,1987,"7"" - Playlist - 04"
Kiss,Kiss,"I Was Made For Lovin' You",https://www.discogs.com/release/1794410,1979,"7"" - Playlist - 04"
Kiss,"Kiss, Gene Simmons",Radioactive,https://www.discogs.com/release/4078887,1979,"7"" - Playlist - 04"
"Kiss AMC","Kiss AMC","A Bit Of..",https://www.discogs.com/release/2910588,1989,"7"" - Archive 04"
"Kiss That","Kiss That","March Out",https://www.discogs.com/release/1879235,1986,"7"" - Archive 04"
"Kiss The Sky","Kiss The Sky","Livin For You",https://www.discogs.com/release/1888949,1990,"7"" - Archive 04"
"Kit Rolfe","Kit Rolfe","The Wizard",https://www.discogs.com/release/15553194,1980,"7"" - Archive 04"
"Klark Kent","Klark Kent","Don't Care",https://www.discogs.com/release/9838986,1978,"7"" - Playlist - 04"
"Klark Kent","Klark Kent","Rich In A Ditch",https://www.discogs.com/release/2792745,1980,"7"" - Playlist - 04"
Klaxons,Klaxons,"Clap Clap Sound",https://www.discogs.com/release/1386528,1983,"7"" - Archive 04"
KLF,KLF,"3 A.M. Eternal (Live At The S.S.L.)",https://www.discogs.com/release/56885,1991,"7"" - Playlist - 04"
KLF,KLF,"Justified & Ancient",https://www.discogs.com/release/102967,1991,"7"" - Playlist - 04"
KLF,KLF,"Last Train To Trancentral (Live From The Lost Continent)",https://www.discogs.com/release/173443,1991,"7"" - Playlist - 04"
Klymaxx,Klymaxx,"I Miss You",https://www.discogs.com/release/7290778,1986,"7"" - Archive 04"
Knack,Knack,"Good Girls Don't",https://www.discogs.com/release/1786323,1979,"7"" - Playlist - 04"
Knack,Knack,"My Sharona",https://www.discogs.com/release/1001175,1979,"7"" - Playlist - 04"
"Knightsbridge Chorale","Knightsbridge Chorale","Eton Boating Song",https://www.discogs.com/release/2344419,1959,"7"" - Archive 04"
Kokomo,Kokomo,"A Little Bit Further Away",https://www.discogs.com/release/1879830,1982,"7"" - Archive 04"
Kookies,Kookies,"Johnny Angel Wings",https://www.discogs.com/release/11224459,1974,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang","(When You Say You Love Somebody) In The Heart",https://www.discogs.com/release/2163777,1984,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang",Celebration,https://www.discogs.com/release/265408,1980,"7"" - Playlist - 04"
"Kool & The Gang","Kool & The Gang","Cherish / Celebration",https://www.discogs.com/release/1355237,1985,"7"" - Playlist - 04"
"Kool & The Gang","Kool & The Gang",Fresh,https://www.discogs.com/release/811498,1984,"7"" - Playlist - 04"
"Kool & The Gang","Kool & The Gang","Get Down On It",https://www.discogs.com/release/9464436,1981,"7"" - Playlist - 04"
"Kool & The Gang","Kool & The Gang","Hangin' Out (Remix)",https://www.discogs.com/release/2163726,1980,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang","Hi De Hi, Hi De Ho",https://www.discogs.com/release/2202052,1982,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang","Joanna / Tonight",https://www.discogs.com/release/478374,1984,"7"" - Playlist - 04"
"Kool & The Gang","Kool & The Gang","Jones Vs Jones / Summer Madness / Funky Stuff / Hollywood Swinging",https://www.discogs.com/release/2142301,1980,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang","Ladies Night",https://www.discogs.com/release/701526,1979,"7"" - Playlist - 04"
"Kool & The Gang","Kool & The Gang","Ooh La La La (Let's Go Dancin')",https://www.discogs.com/release/12278685,1982,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang","Steppin' Out",https://www.discogs.com/release/11562841,1981,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang","Take It To The Top (Climbing)",https://www.discogs.com/release/1564596,1981,"7"" - Archive 04"
"Kool & The Gang","Kool & The Gang","Take My Heart (You Can Have It If You Want It)",https://www.discogs.com/release/1740355,1982,"7"" - Playlist - 04"
Korgis,Korgis,"Everybody's Got To Learn Sometime",https://www.discogs.com/release/5741203,1980,"7"" - Playlist - 04"
Korgis,Korgis,"If I Had You",https://www.discogs.com/release/1865640,1979,"7"" - Archive 04"
Kraftwerk,Kraftwerk,"Musique Non Stop",https://www.discogs.com/release/217353,1986,"7"" - Playlist - 04"
Kraftwerk,Kraftwerk,"The Model / Computer Love",https://www.discogs.com/release/46275,1981,"7"" - Playlist - 04"
Kraftwerk,Kraftwerk,"Tour De France",https://www.discogs.com/release/57523,1983,"7"" - Playlist - 04"
"Kris Kristofferson","Kris Kristofferson","Watch Closely Now",https://www.discogs.com/release/6348610,1976,"7"" - Archive 04"
"Kursaal Flyers","Kursaal Flyers","Little Does She Know",https://www.discogs.com/release/477365,1976,"7"" - Playlist - 04"
"Kurtis Blow","Kurtis Blow","Christmas Rappin'",https://www.discogs.com/release/257722,1979,"7"" - Holiday"
"Kylie Minogue","Kylie Minogue","Better The Devil You Know",https://www.discogs.com/release/9012234,1990,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Give Me Just A Little More Time",https://www.discogs.com/release/2396932,1992,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Got To Be Certain",https://www.discogs.com/release/5501332,1988,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Hand On Your Heart",https://www.discogs.com/release/15364103,1989,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","I Should Be So Lucky",https://www.discogs.com/release/255886,1987,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Je Ne Sais Pas Pourquoi / Made In Heaven",https://www.discogs.com/release/1049712,1988,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Never Too Late",https://www.discogs.com/release/6113129,1989,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Step Back In Time",https://www.discogs.com/release/1450849,1990,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Tears On My Pillow",https://www.discogs.com/release/2178027,1990,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","The Loco-Motion",https://www.discogs.com/release/540597,1988,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue","Wouldn't Change A Thing",https://www.discogs.com/release/257589,1989,"7"" - Playlist - 04"
"Kylie Minogue","Kylie Minogue And Jason Donovan","Especially For You",https://www.discogs.com/release/591278,1988,"7"" - Playlist - 04"
"Kym Sims","Kym Sims","Too Blind To See It",https://www.discogs.com/release/506629,1991,"7"" - Playlist - 04"
"L'Affaire Louis Trio","L'Affaire Louis Trio","Tout Mais Pas Ça",https://www.discogs.com/release/685932,1987,"7"" - Archive 04"
"La La","La La","We'll Keep Striving",https://www.discogs.com/release/4456191,1987,"7"" - Archive 04"
Labelle,Labelle,"Lady Marmalade",https://www.discogs.com/release/5646198,1977,"7"" - Playlist - 04"
"Labi Siffre","Labi Siffre","(Something Inside) So Strong",https://www.discogs.com/release/4549167,1987,"7"" - Playlist - 04"
"Labi Siffre","Labi Siffre","Crying, Laughing, Loving, Lying",https://www.discogs.com/release/2062965,1972,"7"" - Retro - 02"
"Labi Siffre","Labi Siffre","It Must Be Love ",https://www.discogs.com/release/5951922,1971,"7"" - Retro - 02"
Laceybuttonpoppers,Laceybuttonpoppers,"Jungle Ted And The Laceybuttonpoppers",https://www.discogs.com/release/16123199,1974,"7"" - Archive 04"
"Lalo Schifrin","Lalo Schifrin",Jaws,https://www.discogs.com/release/4691881,1976,"7"" - Archive 04"
Lambrettas,Lambrettas,"Poison Ivy",https://www.discogs.com/release/570008,1980,"7"" - Playlist - 04"
Landscape,Landscape,"Einstein A Go-Go",https://www.discogs.com/release/4804467,1981,"7"" - Playlist - 04"
"Larry Hagman","Larry Hagman","Ballad Of The Good Luck Charm",https://www.discogs.com/release/3184313,1980,"7"" - Archive 04"
"Larry McCray","Larry McCray",Ambition,https://www.discogs.com/release/6058819,1990,"7"" - Archive 04"
"Late Show","Late Show","Bristol Stomp",https://www.discogs.com/release/1455623,1979,"7"" - Retro - 02"
"Laura Branigan","Laura Branigan",Gloria,https://www.discogs.com/release/15159525,1982,"7"" - Playlist - 04"
"Laura Branigan","Laura Branigan","Self Control",https://www.discogs.com/release/4107523,1984,"7"" - Playlist - 04"
"Laurel & Hardy","Laurel & Hardy","The Trail Of The Lonesome Pine",https://www.discogs.com/release/1220741,1975,"7"" - Archive 04"
"Laurel Aitken","Laurel Aitken","Why Can't I Touch You?",https://www.discogs.com/release/10860511,1970,"7"" - Archive 04"
"Laurie Anderson","Laurie Anderson","O Superman",https://www.discogs.com/release/139190,1981,"7"" - Playlist - 04"
"Laxton Ford","Laxton Ford","Dont Know Why",https://www.discogs.com/release/7414216,1978,"7"" - Archive 04"
"Leapy Lee","Leapy Lee","Good Morning",https://www.discogs.com/release/3556389,1969,"7"" - Archive 04"
"Leapy Lee","Leapy Lee","Little Yellow Aeroplane",https://www.discogs.com/release/10557154,1969,"7"" - Archive 04"
"Led Zeppelin","Led Zeppelin","Black Dog",https://www.discogs.com/release/2802279,1975,"7"" - Archive 04"
"Led Zeppelin","Led Zeppelin","Candy Store Rock  /  Royal Orleans ",https://www.discogs.com/release/2306270,1976,"7"" - Archive 04"
"Led Zeppelin","Led Zeppelin","D'Yer Maker",https://www.discogs.com/release/3100325,1976,"7"" - Archive 04"
"Led Zeppelin","Led Zeppelin","Immigrant Song",https://www.discogs.com/release/654356,1974,"7"" - Retro - 02"
"Led Zeppelin","Led Zeppelin","Rock And Roll / Four Sticks",https://www.discogs.com/release/12709322,"","7"" - Archive 04"
"Led Zeppelin","Led Zeppelin","Trampled Under Foot",https://www.discogs.com/release/4022944,1975,"7"" - Archive 04"
"Led Zeppelin","Led Zeppelin","Whole Lotta Love / Living Loving Maid (She's Just A Woman)",https://www.discogs.com/release/6156881,1973,"7"" - Retro - 02"
"Lee Dorsey","Lee Dorsey","Ride Your Pony ",https://www.discogs.com/release/2309496,1965,"7"" - Archive 04"
"Lee Garrett","Lee Garrett","You're My Everything",https://www.discogs.com/release/1297091,1976,"7"" - Archive 04"
"Lee Majors","Lee Majors","Unknown Stuntman",https://www.discogs.com/release/3122475,1982,"7"" - Archive 04"
"Lee Marvin / Clint Eastwood","Lee Marvin / Clint Eastwood","Wand'rin' Star / I Talk To The Trees",https://www.discogs.com/release/1782107,1969,"7"" - Retro - 02"
"Leif Garrett","Leif Garrett","I Was Made For Dancin'",https://www.discogs.com/release/2940431,1978,"7"" - Archive 04"
"Lemon Pipers","Lemon Pipers","Green Tambourine",https://www.discogs.com/release/7011608,1974,"7"" - Retro - 02"
"Lena Martell","Lena Martell","After All Is Said And Done",https://www.discogs.com/release/2631760,1975,"7"" - Archive 04"
"Lena Martell","Lena Martell","One Day At A Time",https://www.discogs.com/release/4506068,1977,"7"" - Archive 04"
"Lena Zavaroni","Lena Zavaroni","Ma! (He's Making Eyes At Me)",https://www.discogs.com/release/3420952,1974,"7"" - Archive 04"
"Lene Lovich","Lene Lovich",Angels,https://www.discogs.com/release/440734,1980,"7"" - Playlist - 04"
"Lene Lovich","Lene Lovich","Bird Song",https://www.discogs.com/release/5747427,1979,"7"" - Playlist - 04"
"Lene Lovich","Lene Lovich","Lucky Number",https://www.discogs.com/release/141196,1978,"7"" - Playlist - 04"
"Lene Lovich","Lene Lovich","Say When",https://www.discogs.com/release/3134695,1979,"7"" - Playlist - 04"
"Lenny Kravitz","Lenny Kravitz","It Ain’t Over ’Til It’s Over",https://www.discogs.com/release/1902835,1991,"7"" - Playlist - 04"
"Leo Sayer","Leo Sayer","Have You Ever Been In Love",https://www.discogs.com/release/8763180,1982,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","Heart (Stop Beating In Time)",https://www.discogs.com/release/5577354,1982,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","How Much Love",https://www.discogs.com/release/2071158,1977,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","I Can't Stop Loving You (Though I Try)",https://www.discogs.com/release/3016112,1978,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","Long Tall Glasses",https://www.discogs.com/release/479261,1974,"7"" - Archive 04"
"Leo Sayer","Leo Sayer",Moonlighting,https://www.discogs.com/release/1434233,1975,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","More Than I Can Say",https://www.discogs.com/release/4793986,1980,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","One Man Band",https://www.discogs.com/release/8540170,1974,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","Orchard Road",https://www.discogs.com/release/524400,1983,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","The Show Must Go On",https://www.discogs.com/release/3220044,1973,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","Thunder In My Heart",https://www.discogs.com/release/1434228,1977,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","Unchained Melody",https://www.discogs.com/release/2470914,1986,"7"" - Archive 04"
"Leo Sayer","Leo Sayer","When I Need You",https://www.discogs.com/release/14986906,1976,"7"" - Retro - 02"
"Leo Sayer","Leo Sayer","You Make Me Feel Like Dancing",https://www.discogs.com/release/1667030,1976,"7"" - Retro - 02"
"Leroy Brown","Leroy Brown","One Woman Man",https://www.discogs.com/release/2420315,1975,"7"" - Archive 04"
"Les Dawson","Les Dawson","Send Her Roses / I'm Just Another Sweetheart",https://www.discogs.com/release/7664069,1969,"7"" - Archive 04"
"Les Humphries Singers","Les Humphries Singers","Mama Loo / I'm From The South, I'm From Ge-o-orgia",https://www.discogs.com/release/965681,1973,"7"" - Archive 04"
"Les Malcolm","Les Malcolm","Help Me Make It Through The Night",https://www.discogs.com/release/6936188,1978,"7"" - Archive 04"
"Lesley Duncan","Lesley Duncan","Could've Been A Winner",https://www.discogs.com/release/6136550,1975,"7"" - Archive 04"
"Letitia Dean And Paul Medford","Letitia Dean And Paul Medford","Something Outa Nothing",https://www.discogs.com/release/1142593,1986,"7"" - Archive 04"
"Level 42","Level 42","(Flying On The) Wings Of Love",https://www.discogs.com/release/6043906,1980,"7"" - Archive 04"
"Level 42","Level 42","Are You Hearing (What I Hear)?",https://www.discogs.com/release/936510,1982,"7"" - Archive 04"
"Level 42","Level 42","Children Say",https://www.discogs.com/release/937935,1987,"7"" - Archive 04"
"Level 42","Level 42","Hot Water",https://www.discogs.com/release/937186,1984,"7"" - Playlist - 04"
"Level 42","Level 42","Lessons In Love",https://www.discogs.com/release/1389671,1986,"7"" - Playlist - 04"
"Level 42","Level 42","Lessons In Love / Something About You",https://www.discogs.com/release/937202,1986,"7"" - Archive 04"
"Level 42","Level 42","Love Meeting Love",https://www.discogs.com/release/1793845,1980,"7"" - Archive 04"
"Level 42","Level 42","Running In The Family",https://www.discogs.com/release/1389752,1987,"7"" - Playlist - 04"
"Level 42","Level 42","Something About You",https://www.discogs.com/release/937192,1985,"7"" - Playlist - 04"
"Level 42","Level 42","The Sun Goes Down (Living It Up)",https://www.discogs.com/release/936999,1983,"7"" - Playlist - 04"
"Level 42","Level 42","To Be With You Again",https://www.discogs.com/release/5129620,1987,"7"" - Playlist - 04"
"Leyton Buzzards","Leyton Buzzards","Saturday Night Beneath The Plastic Palm Trees",https://www.discogs.com/release/702659,1979,"7"" - Playlist - 04"
"Lieutenant Pigeon","Lieutenant Pigeon","Mouldy Old Dough",https://www.discogs.com/release/530421,1972,"7"" - Retro - 02"
"Light Of The World","Light Of The World","Ride The Love Train",https://www.discogs.com/release/985884,1981,"7"" - Archive 04"
Limahl,Limahl,"Only For Love",https://www.discogs.com/release/1415104,1983,"7"" - Archive 04"
Limahl,Limahl,"The Never Ending Story",https://www.discogs.com/release/141193,1984,"7"" - Playlist - 04"
"Limmie & Family Cookin'","Limmie & Family Cookin'","You Can Do Magic",https://www.discogs.com/release/3253279,1973,"7"" - Retro - 02"
"Linda Carr & The Love Squad","Linda Carr & The Love Squad",Highwire,https://www.discogs.com/release/1755373,1975,"7"" - Archive 04"
"Linda Clifford","Linda Clifford","Bridge Over Troubled Water",https://www.discogs.com/release/3750535,1979,"7"" - Archive 04"
"Linda Fields & The Funky Boys","Linda Fields & The Funky Boys","Climbing The Steps Of Love",https://www.discogs.com/release/2156706,1976,"7"" - Archive 04"
"Linda Fields & The Funky Boys","Linda Fields & The Funky Boys","Sold My Rock 'n' Roll (Gave It For Funky Soul)",https://www.discogs.com/release/1505066,1976,"7"" - Archive 04"
"Linda Lewis","Linda Lewis","Baby I'm Yours ",https://www.discogs.com/release/1258938,1976,"7"" - Archive 04"
"Linda Lewis","Linda Lewis","It's In His Kiss",https://www.discogs.com/release/1265230,1975,"7"" - Archive 04"
"Linda Lewis","Linda Lewis","This Time I'll Be Sweeter",https://www.discogs.com/release/1997683,1976,"7"" - Archive 04"
"Linda Lewis","Linda Lewis","Winter Wonderland",https://www.discogs.com/release/1969618,1976,"7"" - Archive 04"
"Linda Ronstadt And James Ingram","Linda Ronstadt And James Ingram","Somewhere Out There",https://www.discogs.com/release/1140376,1987,"7"" - Archive 04"
"Linda Ronstadt Featuring Aaron Neville","Linda Ronstadt Featuring Aaron Neville","Don't Know Much",https://www.discogs.com/release/5645611,1989,"7"" - Archive 04"
Lindisfarne,Lindisfarne,"Brand New Day",https://www.discogs.com/release/2179802,1978,"7"" - Retro - 02"
Lindisfarne,Lindisfarne,"Fog On The Tyne",https://www.discogs.com/release/2165441,1974,"7"" - Retro - 02"
Lindisfarne,Lindisfarne,"Juke Box Gypsy",https://www.discogs.com/release/9209786,1978,"7"" - Retro - 02"
Lindisfarne,Lindisfarne,"Lady Eleanor / Fog On The Tyne",https://www.discogs.com/release/6431436,1975,"7"" - Retro - 02"
Lindisfarne,Lindisfarne,"Meet Me On The Corner",https://www.discogs.com/release/7208994,1972,"7"" - Retro - 02"
Lindisfarne,Lindisfarne,"Run For Home",https://www.discogs.com/release/4257090,1978,"7"" - Retro - 02"
"Linton Kwesi Johnson","Linton Kwesi Johnson","Sonny's Lettah",https://www.discogs.com/release/4071758,1979,"7"" - Playlist - 04"
"Linval Thompson","Linval Thompson","La La Means I Love You",https://www.discogs.com/release/4936467,1980,"7"" - Archive 04"
Linx,Linx,Intuition,https://www.discogs.com/release/817429,1981,"7"" - Archive 04"
Linx,Linx,"So This Is Romance",https://www.discogs.com/release/12734194,1981,"7"" - Archive 04"
Linx,Linx,"You're Lying",https://www.discogs.com/release/222563,1980,"7"" - Archive 04"
"Lionel Richie","Lionel Richie","All Night Long (All Night)",https://www.discogs.com/release/4829325,1983,"7"" - Playlist - 04"
"Lionel Richie","Lionel Richie","Dancing On The Ceiling",https://www.discogs.com/release/2110236,1986,"7"" - Playlist - 04"
"Lionel Richie","Lionel Richie",Hello,https://www.discogs.com/release/6870399,1983,"7"" - Playlist - 04"
"Lionel Richie","Lionel Richie","Running With The Night (Special Remix)",https://www.discogs.com/release/9148539,1983,"7"" - Playlist - 04"
"Lionel Richie","Lionel Richie","Say You, Say Me",https://www.discogs.com/release/11673034,1985,"7"" - Playlist - 04"
"Lionel Richie","Lionel Richie","Stuck On You",https://www.discogs.com/release/2101405,1984,"7"" - Playlist - 04"
"Lipps, Inc.","Lipps, Inc.",Funkytown,https://www.discogs.com/release/141200,1980,"7"" - Playlist - 04"
"Liquid Gold","Liquid Gold","Anyway You Do It",https://www.discogs.com/release/2333675,1978,"7"" - Archive 04"
"Liquid Gold","Liquid Gold","Dance Yourself Dizzy",https://www.discogs.com/release/876703,1980,"7"" - Playlist - 04"
"Liquid Gold","Liquid Gold",Substitute,https://www.discogs.com/release/10328155,1980,"7"" - Playlist - 04"
"Lisa Lisa & Cult Jam With Full Force","Lisa Lisa & Cult Jam With Full Force","I Wonder If I Take You Home",https://www.discogs.com/release/730685,1985,"7"" - Archive 04"
"Lisa Stansfield","Lisa Stansfield","All Around The World",https://www.discogs.com/release/7058695,1989,"7"" - Playlist - 04"
"Lisa Stansfield","Lisa Stansfield",Change,https://www.discogs.com/release/453104,1991,"7"" - Playlist - 04"
"Lisa Stansfield","Lisa Stansfield","Live Together",https://www.discogs.com/release/12621366,1990,"7"" - Playlist - 04"
"Lisa Stansfield","Lisa Stansfield","So Natural",https://www.discogs.com/release/2467796,1993,"7"" - Playlist - 04"
"Lisa Stansfield","Lisa Stansfield","Someday (I'm Coming Back)",https://www.discogs.com/release/5315058,1992,"7"" - Playlist - 04"
"Lisa Stansfield","Lisa Stansfield","The Only Way",https://www.discogs.com/release/1755213,1982,"7"" - Playlist - 04"
"Lisa Stansfield","Lisa Stansfield","This Is The Right Time",https://www.discogs.com/release/7082171,1989,"7"" - Playlist - 04"
"Little Beaver","Little Beaver","Party Down",https://www.discogs.com/release/2271588,1974,"7"" - Archive 04"
"Little Eva","Little Eva","Let's Turkey Trot / Old Smokey Locomotion",https://www.discogs.com/release/7904443,1963,"7"" - Retro - 02"
"Little Eva","Little Eva","The Loco-Motion",https://www.discogs.com/release/12755018,1962,"7"" - Retro - 02"
"Little Richard","Little Richard","Baby Face",https://www.discogs.com/release/586719,1958,"7"" - Retro - 02"
"Little Richard And His Band","Little Richard And His Band","Jenny, Jenny / Miss Ann",https://www.discogs.com/release/10413032,1957,"7"" - Retro - 02"
"Little Richard And His Band","Little Richard And His Band","Little Richard And His Band",https://www.discogs.com/release/3264880,1962,"7"" - Retro - 02"
"Liverpool Express","Liverpool Express","Dreamin'",https://www.discogs.com/release/12676355,1977,"7"" - Archive 04"
"Liverpool Express","Liverpool Express","Every Man Must Have A Dream",https://www.discogs.com/release/1297067,1976,"7"" - Archive 04"
"Liverpool Express","Liverpool Express","Hold Tight",https://www.discogs.com/release/2018901,1976,"7"" - Archive 04"
"Liverpool Express","Liverpool Express","You Are My Love",https://www.discogs.com/release/9056895,1976,"7"" - Archive 04"
"Living Colour","Living Colour","Love Rears Its Ugly Head",https://www.discogs.com/release/7839934,1991,"7"" - Archive 04"
"Living In A Box","Living In A Box","Blow The House Down",https://www.discogs.com/release/1510161,1989,"7"" - Playlist - 04"
"Living In A Box","Living In A Box","Living In A Box",https://www.discogs.com/release/1415136,1987,"7"" - Playlist - 04"
"Living In A Box","Living In A Box","Room In Your Heart",https://www.discogs.com/release/676275,1989,"7"" - Playlist - 04"
"Living Strings / Noel Edmonds","Living Strings / Noel Edmonds","Lara's Theme / Noel Edmonds Introduces Record Year And 'The Day They Remembered'",https://www.discogs.com/release/3291516,1980,"7"" - Archive 04"
"Liza Minnelli","Liza Minnelli","Losing My Mind",https://www.discogs.com/release/151545,1989,"7"" - Playlist - 04"
"Lloyd Cole & The Commotions","Lloyd Cole & The Commotions","Brand New Friend",https://www.discogs.com/release/8870896,1985,"7"" - Playlist - 04"
"Lloyd Cole & The Commotions","Lloyd Cole & The Commotions","Lost Weekend",https://www.discogs.com/release/6973680,1985,"7"" - Playlist - 04"
"Lloyd Cole & The Commotions","Lloyd Cole & The Commotions","Perfect Skin",https://www.discogs.com/release/418540,1984,"7"" - Playlist - 04"
Lobo,Lobo,"The Caribbean Disco Show",https://www.discogs.com/release/3146401,1981,"7"" - Archive 04"
Lobo,Lobo,"At First Sight",https://www.discogs.com/release/10243396,1977,"7"" - Archive 04"
Lobo,Lobo,"I'd Love You To Want Me",https://www.discogs.com/release/1470018,1974,"7"" - Archive 04"
Lobo,Lobo,"Me And You And A Dog Named Boo",https://www.discogs.com/release/10120781,1971,"7"" - Retro - 02"
"Lon Dhoo Choir & The Lon Vane Choir","Lon Dhoo Choir & The Lon Vane Choir","Ellan Vannin",https://www.discogs.com/release/19127521,"","7"" - Archive 04"
"London Boys","London Boys","Harlem Desire",https://www.discogs.com/release/174451,1989,"7"" - Playlist - 04"
"London Boys","London Boys","London Nights",https://www.discogs.com/release/234629,1989,"7"" - Playlist - 04"
"London Boys","London Boys",Requiem,https://www.discogs.com/release/9771827,1988,"7"" - Playlist - 04"
"London Pipes And Choir","London Pipes And Choir",Arrival,https://www.discogs.com/release/1469928,1977,"7"" - Archive 04"
"London String Chorale","London String Chorale","Galloping Home",https://www.discogs.com/release/1905526,1972,"7"" - Archive 04"
"London Symphony Orchestra","London Symphony Orchestra","Theme From Superman (Main Title)",https://www.discogs.com/release/1386207,1978,"7"" - Archive 04"
Londonbeat,Londonbeat,"9 A.M.",https://www.discogs.com/release/5741842,1988,"7"" - Playlist - 04"
Londonbeat,Londonbeat,"A Better Love",https://www.discogs.com/release/1893582,1991,"7"" - Playlist - 04"
Londonbeat,Londonbeat,"I've Been Thinking About You",https://www.discogs.com/release/2857209,1990,"7"" - Playlist - 04"
"Long John Baldry","Long John Baldry","Let The Heartaches Begin",https://www.discogs.com/release/3676697,1967,"7"" - Archive 04"
"Long John Baldry","Long John Baldry","This Boy's In Love Again",https://www.discogs.com/release/2976179,1976,"7"" - Archive 04"
"Lonnie Donegan","Lonnie Donegan","The Comancheros",https://www.discogs.com/release/8293162,1962,"7"" - Archive 04"
